Ligand_Name,Conf_Index,Num_Sites_Matched,Matched_Ligand_Sites,Site_Score,Vector_Score,Volume_Score,Fitness,Ref_Ligand
mol_1,1,3,"A(3) A(4) H(10)",0.9801,0.9898,0.5509,2.5208,no
mol_2,1,3,"A(1) A(3) H(7)",1.0000,1.0000,1.0000,3.0000,yes
mol_3,1,3,"A(2) A(4) H(8)",0.9945,0.9931,0.5645,2.5521,no
mol_4,1,3,"A(1) A(4) H(8)",0.9810,0.9984,0.8414,2.8208,no
mol_5,1,3,"A(3) A(4) H(6)",0.9957,0.9999,0.8481,2.8438,no
mol_6,1,3,"A(1) A(4) H(10)",0.9829,0.9997,0.9081,2.8907,no
mol_7,1,3,"A(1) A(4) H(8)",0.9931,1.0000,0.8645,2.8576,no
mol_8,1,3,"A(2) A(4) H(8)",0.9938,0.9992,0.7236,2.7165,no
mol_9,1,3,"A(1) A(3) H(10)",0.9757,0.9944,0.5842,2.5542,no
mol_10,1,3,"A(2) A(4) H(9)",0.9945,1.0000,0.8184,2.8129,no
mol_11,1,3,"A(2) A(4) H(9)",0.9917,0.9938,0.5771,2.5625,no
mol_12,1,3,"A(3) A(4) H(6)",0.9965,0.9999,0.8445,2.8409,no
mol_13,1,3,"A(2) A(4) H(8)",0.9990,0.9895,0.5589,2.5473,no
mol_14,1,3,"A(2) A(4) H(10)",0.9852,0.9998,0.7310,2.7161,no
mol_15,1,3,"A(2) A(1) H(8)",0.9955,1.0000,0.6916,2.6871,no
mol_16,1,3,"A(2) A(1) H(9)",0.9860,1.0000,0.8329,2.8189,no
mol_17,1,3,"A(2) A(4) H(10)",0.9828,0.9999,0.7225,2.7053,no
mol_18,1,3,"A(1) A(3) H(10)",0.9865,0.9999,0.7684,2.7547,no
mol_19,1,3,"A(1) A(4) H(11)",0.9801,0.9999,0.7314,2.7115,no
mol_20,1,3,"A(2) A(4) H(10)",0.9768,0.9998,0.5237,2.5003,no
mol_21,1,3,"A(1) A(3) H(9)",0.9838,0.9916,0.5473,2.5228,no
mol_22,1,3,"A(2) A(4) H(9)",0.9923,0.9992,0.6600,2.6515,no
mol_23,1,3,"A(2) A(4) H(9)",0.9972,0.9998,0.8704,2.8674,no
mol_24,1,3,"A(2) A(4) H(10)",0.9962,0.9879,0.5431,2.5272,no
