Ligand_Name,Conf_Index,Num_Sites_Matched,Matched_Ligand_Sites,Site_Score,Vector_Score,Volume_Score,Fitness,Ref_Ligand
mol_1,1,5,"A(1) A(4) H(10) R(11) R(14)",0.8909,0.6021,0.4947,1.9878,no
mol_2,1,5,"A(2) A(3) H(7) R(9) R(12)",0.9935,0.9997,0.8919,2.8852,no
mol_3,1,5,"A(1) A(4) H(8) R(12) R(15)",0.8953,0.6322,0.5059,2.0334,no
mol_4,1,5,"A(2) A(4) H(8) R(10) R(13)",0.9752,0.9972,0.8906,2.8629,no
mol_5,1,5,"A(1) A(4) H(6) R(10) R(13)",0.9880,1.0000,0.8614,2.8493,no
mol_6,1,5,"A(2) A(4) H(10) R(11) R(14)",0.9791,0.9982,0.8758,2.8532,no
mol_7,1,5,"A(2) A(4) H(8) R(12) R(15)",0.9891,0.9999,0.9323,2.9213,no
mol_8,1,5,"A(1) A(4) H(8) R(12) R(15)",0.9900,0.9999,0.7332,2.7231,no
mol_9,1,5,"A(2) A(3) H(10) R(12) R(15)",0.3974,0.5024,0.5129,1.4127,no
mol_10,1,5,"A(1) A(4) H(9) R(13) R(16)",0.9953,0.9999,0.9025,2.8977,no
mol_11,1,5,"A(1) A(4) H(9) R(12) R(15)",0.8947,0.6285,0.5446,2.0678,no
mol_12,1,5,"A(1) A(4) H(6) R(8) R(11)",0.9966,0.9997,0.7779,2.7742,no
mol_13,1,5,"A(1) A(4) H(8) R(11) R(14)",0.8940,0.6350,0.4986,2.0276,no
mol_14,1,5,"A(1) A(4) H(10) R(13) R(16)",0.9830,0.9978,0.7051,2.6859,no
mol_15,1,5,"A(3) A(1) H(8) R(12) R(15)",0.9940,0.9997,0.6885,2.6822,no
mol_16,1,5,"A(3) A(1) H(9) R(11) R(14)",0.9853,0.9979,0.8703,2.8535,no
mol_17,1,5,"A(1) A(4) H(10) R(14) R(17)",0.9786,0.9986,0.7203,2.6975,no
mol_18,1,5,"A(2) A(3) H(10) R(11) R(14)",0.9840,0.9984,0.7431,2.7255,no
mol_19,1,5,"A(2) A(4) H(11) R(14) R(17)",0.9757,0.9989,0.7000,2.6746,no
mol_20,1,5,"A(1) A(4) H(10) R(14) R(17)",0.3993,0.5743,0.5217,1.4953,no
mol_21,1,5,"A(2) A(3) H(9) R(11) R(14)",0.8969,0.6024,0.4911,1.9904,no
mol_22,1,5,"A(1) A(4) H(9) R(13) R(16)",0.9884,0.9997,0.6922,2.6803,no
mol_23,1,5,"A(1) A(4) H(9) R(13) R(16)",1.0000,1.0000,1.0000,3.0000,yes
mol_24,1,5,"A(1) A(4) H(10) R(13) R(16)",0.8935,0.6340,0.5141,2.0416,no
