Ligand_Name,Conf_Index,Num_Sites_Matched,Matched_Ligand_Sites,Site_Score,Vector_Score,Volume_Score,Fitness,Ref_Ligand
mol_1,1,5,"A(1) D(4) H(6) R(9) R(10)",0.9633,0.9987,0.7107,2.6728,no
mol_2,1,5,"A(1) D(4) H(6) R(9) R(10)",0.9100,0.9885,0.6714,2.5699,no
mol_3,1,5,"A(1) D(4) H(6) R(9) R(10)",0.9951,1.0000,0.9649,2.9600,no
mol_4,1,5,"A(1) D(5) H(8) R(10) R(11)",0.9047,0.9884,0.6416,2.5346,no
mol_5,1,5,"A(1) D(5) H(7) R(9) R(10)",1.0000,1.0000,1.0000,3.0000,yes
mol_6,1,5,"A(1) D(7) H(9) R(11) R(12)",0.4472,0.6005,0.4609,1.5086,no
mol_7,1,5,"A(1) D(6) H(8) R(11) R(12)",0.4503,0.6052,0.4376,1.4931,no
mol_8,1,5,"A(1) D(4) H(6) R(9) R(10)",0.8853,0.9974,0.9079,2.7905,no
mol_9,1,5,"A(1) D(7) H(9) R(11) R(12)",0.4505,0.6101,0.4731,1.5337,no
mol_10,1,5,"A(1) D(6) H(8) R(10) R(11)",0.8894,0.9988,0.9351,2.8233,no
mol_11,1,5,"A(1) D(5) H(9) R(12) R(13)",0.9215,0.9922,0.6697,2.5833,no
mol_12,1,5,"A(1) D(4) H(6) R(9) R(10)",0.9499,0.9970,0.9364,2.8833,no
mol_13,1,5,"A(1) D(5) H(8) R(13) R(12)",0.4049,0.8049,0.4358,1.6456,no
mol_14,1,5,"A(1) D(4) H(6) R(8) R(9)",0.8886,0.9986,0.9398,2.8270,no
mol_15,1,5,"A(1) D(4) H(6) R(9) R(10)",0.9816,0.9996,0.8230,2.8042,no
mol_16,1,5,"A(1) D(7) H(9) R(13) R(12)",0.3552,0.8574,0.5100,1.7226,no
mol_17,1,5,"A(1) D(5) H(10) R(12) R(13)",0.9837,0.9996,0.8229,2.8062,no
mol_18,1,5,"A(1) D(4) H(6) R(8) R(9)",0.9075,0.9889,0.8018,2.6982,no
mol_19,1,5,"A(1) D(4) H(6) R(11) R(12)",0.9172,0.9895,0.6399,2.5466,no
